reviewId,text,text_clean,rating,sentiment,text_length,word_count,date
329686760,"El local destaca por su decoración kitsch sin ningún tipo de sentido, combinados de paredes lisas con vínilos de diseño y paredes llenas de vinilos de verdad de la epoca más cañí de la copla española. A continuación de semejante desproposito, encontraremos una mesa con servilletas de papel y cubiertos sucios. A partir de ahi comenzará nuestro viaje gastronomicos a las profundidades de la cocina de fritanga, por decir algo ya que todo está congelado y descongelado en el momento, el producto es de supermercado por supuesto. El servicio mostrará su rechazo a trabajar o a realizar su función, que es la de servir y atender al comensal. Más vino? 30 minutos después. Una coca cola? 20 minutos despúes. Ya me entendéis. Cómo hemos dicho, la comida precocinada del mercadona es la materia prima de este lugar. Nada en contra de ello, simplemente te quieren vender que es un lugar de tapas y comidas locales. No señores, esto no es comida local, esto ha salido del mismo congelador que cualquier supermercado en su ciudad o país. Debemos destacar la hamburguesa sin punto alguno, digna de Pesadilla en la Cocina, con Pan congelado, Patatas de Bolsa y Salsas de bote. Y sobre todo los deliciosos postres, recién salidos del congelador sin más trabajo que ponerlos en el plato. Nuestro viaje gastronómico a las cavernas gastronómicas de nuestra ciudad, concluye con un, por supuesto, precio elevadisimo para justificar el alquiler del local y el contrato del personal. Al fin y al cabo esto es un negocio eh?",el local destaca por su decoración kitsch sin ningún tipo de sentido combinados de paredes lisas con vínilos de diseño y paredes llenas de vinilos de verdad de la epoca más cañí de la copla española a continuación de semejante desproposito encontraremos una mesa con servilletas de papel y cubiertos sucios a partir de ahi comenzará nuestro viaje gastronomicos a las profundidades de la cocina de fritanga por decir algo ya que todo está congelado y descongelado en el momento el producto es de supermercado por supuesto el servicio mostrará su rechazo a trabajar o a realizar su función que es la de servir y atender al comensal más vino 30 minutos después una coca cola 20 minutos despúes ya me entendéis cómo hemos dicho la comida precocinada del mercadona es la materia prima de este lugar nada en contra de ello simplemente te quieren vender que es un lugar de tapas y comidas locales no señores esto no es comida local esto ha salido del mismo congelador que cualquier supermercado en su ciudad o país debemos destacar la hamburguesa sin punto alguno digna de pesadilla en la cocina con pan congelado patatas de bolsa y salsas de bote y sobre todo los deliciosos postres recién salidos del congelador sin más trabajo que ponerlos en el plato nuestro viaje gastronómico a las cavernas gastronómicas de nuestra ciudad concluye con un por supuesto precio elevadisimo para justificar el alquiler del local y el contrato del personal al fin y al cabo esto es un negocio eh,10,negative,1505,255,2015-11-29
648381366,"La verdad es que tiene importantes deficiencias de :
- calidad
- limpieza
- atención
Parece un chino de otra época... de esos que daba respeto comer.

Y con el tiempo ha ido empeorando.",la verdad es que tiene importantes deficiencias de calidad limpieza atención parece un chino de otra época de esos que daba respeto comer y con el tiempo ha ido empeorando,20,negative,185,34,2019-01-26
784961415,"Ayer sábado 20 de abril a las 17:30 de la tarde acudí a vuestro café para pedir varios productos para llevar, tartas, cupcakes y cinamon rolls , le comenté para asegurarme a la chica que estaba en la caja, nada más entrar a la izquierda, que al ser veganos los productos no tendrían lactosa. Su respuesta fue que no usáis productos de origen animal, pero los productos externos como la levadura si contienen o pueden contener lactosa, por lo que sí teníamos intolerancia o alergias a este alérgeno no podríamos consumirlos, porque incluso aunque el dulce en concreto no llevase nada habría contaminación cruzada.
Después de un viaje desde Alcorcón pude llevarme unos cupcakes para mí pareja que no es intolerante a la lactosa, pero si acudí tan lejos era para poder comprar productos veganos, es decir sin lactosa ni componentes de origen animal. Si como habéis indicado en un comentario anterior (a Rubén) la información dada ha sido errónea, me parece incomprensible, porque incluso la chica se disculpó por no poder ofrecerme nada sin lactosa habiendo ido a propósito desde lejos.",ayer sábado 20 de abril a las 17 30 de la tarde acudí a vuestro café para pedir varios productos para llevar tartas cupcakes y cinamon rolls le comenté para asegurarme a la chica que estaba en la caja nada más entrar a la izquierda que al ser veganos los productos no tendrían lactosa su respuesta fue que no usáis productos de origen animal pero los productos externos como la levadura si contienen o pueden contener lactosa por lo que sí teníamos intolerancia o alergias a este alérgeno no podríamos consumirlos porque incluso aunque el dulce en concreto no llevase nada habría contaminación cruzada después de un viaje desde alcorcón pude llevarme unos cupcakes para mí pareja que no es intolerante a la lactosa pero si acudí tan lejos era para poder comprar productos veganos es decir sin lactosa ni componentes de origen animal si como habéis indicado en un comentario anterior a rubén la información dada ha sido errónea me parece incomprensible porque incluso la chica se disculpó por no poder ofrecerme nada sin lactosa habiendo ido a propósito desde lejos,10,negative,1083,182,2021-03-21
788011476,"Pésimo y sorprendentemente caro. La ensalada como hace 50 años, la mitad de lata. Las mollejas sin ningún sabor, ni sal. No entiendo cómo con tanta competencia más barata y mejor siguen aquí.",pésimo y sorprendentemente caro la ensalada como hace 50 años la mitad de lata las mollejas sin ningún sabor ni sal no entiendo cómo con tanta competencia más barata y mejor siguen aquí,10,negative,191,33,2021-05-05
482405168,"No me gusta escribir malas notas sobre los lugares, pero entiendo es mi deber expresar que en este lugar deberían mejorar las atenciones y el menu para cobrar tan caro!",no me gusta escribir malas notas sobre los lugares pero entiendo es mi deber expresar que en este lugar deberían mejorar las atenciones y el menu para cobrar tan caro,20,negative,168,30,2017-05-07
781871740,"Aunque se venden como el Katz de New York, la verdad es que el sandwich no es para nada rico y no vale lo que cuesta. Cualquier persona que haya ido al Katz's Original sabrá de que hablo.

Es evidente que no le han puesto al nombre el apóstrofo y la S ('S) para diferenciarse, pero el parecido más bien confunde. Son un deli judío que vende Sandwich de Pastrami, como el original. Si entras a su web verás que usan las fotos de los sandwich de New York.

El ahumado del pastrami está ok, no sorprende, pero para un sandwich de 14€ tendría que saber muy rico y no es así, deja mucho que desear. El pan tampoco no es de calidad y ni siquiera es el mismo que venden en New York. Vamos, que cuesta 14 EUROS.

El sitio además es muy pequeño, olvídate de muchas mesas como en New York, este tiene una barra y un pasillo de 1 metro de ancho por donde caminar, y en estos tiempos de pandemia no es un lugar que apetezca ni tomarse un café porque entran 3 personas y ya no hay manera de respetar el distanciamiento social.

Lo único a rescatar es la atención amable de los que trabajan allí, que han sido muy majos..

No se dejen engañar. NO ES EL KATZ'S DE NEW YORK, y por lo que vale lo que venden, no merece la pena.

Entiendo que es dificil igualar un lugar con mas de 100 años de tradición como lo Katz's Deli, pero espero puedan mejorar la calidad y el espacio. Estaría bien tener un lugar icónico como éste en Madrid.",aunque se venden como el katz de new york la verdad es que el sandwich no es para nada rico y no vale lo que cuesta cualquier persona que haya ido al katz s original sabrá de que hablo es evidente que no le han puesto al nombre el apóstrofo y la s s para diferenciarse pero el parecido más bien confunde son un deli judío que vende sandwich de pastrami como el original si entras a su web verás que usan las fotos de los sandwich de new york el ahumado del pastrami está ok no sorprende pero para un sandwich de 14€ tendría que saber muy rico y no es así deja mucho que desear el pan tampoco no es de calidad y ni siquiera es el mismo que venden en new york vamos que cuesta 14 euros el sitio además es muy pequeño olvídate de muchas mesas como en new york este tiene una barra y un pasillo de 1 metro de ancho por donde caminar y en estos tiempos de pandemia no es un lugar que apetezca ni tomarse un café porque entran 3 personas y ya no hay manera de respetar el distanciamiento social lo único a rescatar es la atención amable de los que trabajan allí que han sido muy majos no se dejen engañar no es el katz s de new york y por lo que vale lo que venden no merece la pena entiendo que es dificil igualar un lugar con mas de 100 años de tradición como lo katz s deli pero espero puedan mejorar la calidad y el espacio estaría bien tener un lugar icónico como éste en madrid,10,negative,1415,276,2021-01-27
319837675,"Fuimos porque se nos antojo una hamburguesa y aun no lo habíamos probado. Reservamos mesa y al llegar no tuvimos que esperar. Eso todo correcto. Pedimos unos nachos para compartir y nos dicen que no tienen. Mal empezamos, si en una hamburguesería con 6 entrantes para elegir no tienen la estrella. Pedimos a cambio tenders de pollo que prometen tiras de pollo. Son pechugas enteras y verdaderas y bien gorditas con bien de capa de empanado, de tiras nada. Ademas pedimos las hamburguesas y cual es la sorpresa cuando dos de nosotros la habían pedido con huevo y nos dicen que no tienen huevos. Pero como no puedes tener huevos! Sal y comprarlos que no es un producto muy difícil de adquirir!
Las hamburguesas no están mal pero el pan es bastante corriente. Las patatas son gajos con piel y están bastante secas y con una cantidad de sal que las hace poco comibles.
En resumen, probado y ya. Yo no creo que vuelva. Hay hamburgueserías mejores y con mejor servicio.",fuimos porque se nos antojo una hamburguesa y aun no lo habíamos probado reservamos mesa y al llegar no tuvimos que esperar eso todo correcto pedimos unos nachos para compartir y nos dicen que no tienen mal empezamos si en una hamburguesería con 6 entrantes para elegir no tienen la estrella pedimos a cambio tenders de pollo que prometen tiras de pollo son pechugas enteras y verdaderas y bien gorditas con bien de capa de empanado de tiras nada ademas pedimos las hamburguesas y cual es la sorpresa cuando dos de nosotros la habían pedido con huevo y nos dicen que no tienen huevos pero como no puedes tener huevos sal y comprarlos que no es un producto muy difícil de adquirir las hamburguesas no están mal pero el pan es bastante corriente las patatas son gajos con piel y están bastante secas y con una cantidad de sal que las hace poco comibles en resumen probado y ya yo no creo que vuelva hay hamburgueserías mejores y con mejor servicio,20,negative,963,171,2015-10-18
788862997,"Decepcionante total. Comida pésima, mucha salsa y sin sabor. Local bonito y servicio correcto. Sin esperas. No recomendable",decepcionante total comida pésima mucha salsa y sin sabor local bonito y servicio correcto sin esperas no recomendable,10,negative,123,18,2021-05-15
573380542,"Nuestra experiencia en el restaurante fue decepcionante. Los tallarines crujientes presentados como un ya-te-como sacado de la bolsa con una salsa super espesa que no sabías si estaba dulce o demasiado salada. No se nos avisó y no se nos dejó pedir postre porque cerraron las cocinas con nosotrxs dentro... y a los 10 minutos de sobre-mesa y con un montón de mesas libres nos echaron amablemente del local (aun quedando una mesa de ocho personas hablando y comiendo...) sin duda, no volvería, no fue una grata experiencia",nuestra experiencia en el restaurante fue decepcionante los tallarines crujientes presentados como un ya te como sacado de la bolsa con una salsa super espesa que no sabías si estaba dulce o demasiado salada no se nos avisó y no se nos dejó pedir postre porque cerraron las cocinas con nosotrxs dentro y a los 10 minutos de sobre mesa y con un montón de mesas libres nos echaron amablemente del local aun quedando una mesa de ocho personas hablando y comiendo sin duda no volvería no fue una grata experiencia,20,negative,521,88,2018-04-14
383766544,"Decir de este restaurante que ante todo lo que sirven está muy rico. La tortilla de bacalao nos ha gustado mucho. Estaría bien que tuvieran un escanciador para la sidra pero bueno, es algo secundario. La atención es muy correcta. Las raciones, en mi opinión algo pequeñas, todo como muy ""contado"". Respecto a la cuenta... me parece un ABUSO cobrar una botella de sidra por 9,50€. Deberían hacérselo mirar. En Madrid es normal que cada botella cueste unos 5€, y ya en el norte de España ni la mitad de eso, asi que la nota baja por eso. Por favor, pongan el precio de la botella de sidra en la carta, así evitarán estos rejonazos.",decir de este restaurante que ante todo lo que sirven está muy rico la tortilla de bacalao nos ha gustado mucho estaría bien que tuvieran un escanciador para la sidra pero bueno es algo secundario la atención es muy correcta las raciones en mi opinión algo pequeñas todo como muy contado respecto a la cuenta me parece un abuso cobrar una botella de sidra por 9 50€ deberían hacérselo mirar en madrid es normal que cada botella cueste unos 5€ y ya en el norte de españa ni la mitad de eso asi que la nota baja por eso por favor pongan el precio de la botella de sidra en la carta así evitarán estos rejonazos,20,negative,629,115,2016-06-18
854782697,"Los restaurantes del grupo La Máquina son una garantía de calidad y buen servicio…. Bueno, eran!
La experiencia ayer en El Jardín fue lamentable: comida salada y aceitosa, servicio inexistente, falta de personal, etc
Por hacerlo mal, hasta la cuenta estaba incorrecta
Tardamos dos horas y media en cenar y, por lo que pudimos observar, el resto de las mesas igual.
Así se van a quedar solos… desde luego, nosotros no volveremos",los restaurantes del grupo la máquina son una garantía de calidad y buen servicio… bueno eran la experiencia ayer en el jardín fue lamentable comida salada y aceitosa servicio inexistente falta de personal etc por hacerlo mal hasta la cuenta estaba incorrecta tardamos dos horas y media en cenar y por lo que pudimos observar el resto de las mesas igual así se van a quedar solos… desde luego nosotros no volveremos,10,negative,427,72,2022-08-17
326685649,"4,85€ cada porción de tarta me parece excesivo: hay variedad (zanahoria, guiness, queso, manzana…) y están ricas, pero creo que no valen lo que cuestan. El café con leche, 1,5€, té 2,25€. Gintonic de beefeater, 7€. Ah, y anocheciendo…no encienden la luz ni de broma.",4 85€ cada porción de tarta me parece excesivo hay variedad zanahoria guiness queso manzana… y están ricas pero creo que no valen lo que cuestan el café con leche 1 5€ té 2 25€ gintonic de beefeater 7€ ah y anocheciendo…no encienden la luz ni de broma,20,negative,266,45,2015-11-14
310858667,"No estaba malo, pero tampoco bueno. La hamburguesería de siempre , pero más caro. Las patatas como todas, pero con piel. Lo único diferente, la limonada, pero tampoco es para tirar cohetes.",no estaba malo pero tampoco bueno la hamburguesería de siempre pero más caro las patatas como todas pero con piel lo único diferente la limonada pero tampoco es para tirar cohetes,20,negative,189,32,2015-09-16
666726743,"Llevo tiempo queriendo llevar a mi pareja al Pelotari ( sitio frecuentado con cierta asiduidad x la familia). Por fin, el 13 de Abril conseguí q fuéramos. Destacar q es un sitio adaptado para personas con sillas de ruedas y q el trato del personal es excelente, por no hablar de la calidad de producto, piquillos, espárragos, alcachofas, chuletón de 10! Pero ese día el ambiente era insoportable, nos tocó una mesa de 7 chicos q no dejaba de gritar, nos nos oíamos en la propia mesa... fue horrible la comida desde el momento q llegaron, un bullicio y un griterío insoportable! No había quien lo aguantara.... la mala suerte es q el propietario no estaba y las camareras no s atrevían a decirles nada.... lastima años de ilusión frustrados! Por precio y tipología de restaurante no deberían de permitir esto!",llevo tiempo queriendo llevar a mi pareja al pelotari sitio frecuentado con cierta asiduidad x la familia por fin el 13 de abril conseguí q fuéramos destacar q es un sitio adaptado para personas con sillas de ruedas y q el trato del personal es excelente por no hablar de la calidad de producto piquillos espárragos alcachofas chuletón de 10 pero ese día el ambiente era insoportable nos tocó una mesa de 7 chicos q no dejaba de gritar nos nos oíamos en la propia mesa fue horrible la comida desde el momento q llegaron un bullicio y un griterío insoportable no había quien lo aguantara la mala suerte es q el propietario no estaba y las camareras no s atrevían a decirles nada lastima años de ilusión frustrados por precio y tipología de restaurante no deberían de permitir esto,20,negative,808,141,2019-04-15
742563240,"El camarero chulo ,prepotente, desagradable,mal educado.que clase de establecimiento mantiene un camarero de estas características?el servicio pésimo,la comida mala escasa y cara,ni se os ocurra decir que se ha equivocado al sacar algo ... tendréis que soportar la gran educación este impresentable",el camarero chulo prepotente desagradable mal educado que clase de establecimiento mantiene un camarero de estas características el servicio pésimo la comida mala escasa y cara ni se os ocurra decir que se ha equivocado al sacar algo tendréis que soportar la gran educación este impresentable,10,negative,298,42,2020-02-02
318838297,"Para poner un ejemplo, tres comensales, mismo importe de la cuenta que en la Posta Real y nada que ver, ni en la comida, ni en el local, ni en el servicio, ni en nada.

Total tomadura de pelo para sus comensales.

Mejor ni intentarlo, una lastima.",para poner un ejemplo tres comensales mismo importe de la cuenta que en la posta real y nada que ver ni en la comida ni en el local ni en el servicio ni en nada total tomadura de pelo para sus comensales mejor ni intentarlo una lastima,10,negative,247,47,2015-10-14
804101216,"Repartidor maleducado y más de una hora esperando al pedido por un problema con el reparto anterior. En resumen, la comida llegó fría.",repartidor maleducado y más de una hora esperando al pedido por un problema con el reparto anterior en resumen la comida llegó fría,10,negative,134,23,2021-08-15
801892816,Un lugar muy caro con muy mala comida no vale la pena la vista que se supone que es lo que vienes a ver. Definitivamente no lo recomiendo y no planeo en regresar.,un lugar muy caro con muy mala comida no vale la pena la vista que se supone que es lo que vienes a ver definitivamente no lo recomiendo y no planeo en regresar,10,negative,162,33,2021-08-05
730424695,Sobran las explicaciones en este local en el que la comida vale para quitar el hambre y en la que los camareros sufren una extraña sordera....,sobran las explicaciones en este local en el que la comida vale para quitar el hambre y en la que los camareros sufren una extraña sordera,20,negative,142,26,2019-12-03
138111076,"No es nada del otro mundo, además al pedirnos unas cañas nos pusieron un aperitivo que pensamos que era una tapa (como es costumbre en muchos sitios de madrid) pero nos la cobraron y en ningún momento nos advirtieron de ello.",no es nada del otro mundo además al pedirnos unas cañas nos pusieron un aperitivo que pensamos que era una tapa como es costumbre en muchos sitios de madrid pero nos la cobraron y en ningún momento nos advirtieron de ello,10,negative,225,41,2012-08-23
657255439,"Me he pedido una copa y me han puesto una granizada con gas, que es igual a una tónica con hielo , he pedido un poco más y me han querido cobrar 10 euros, no merece la pena venir a tomar nada",me he pedido una copa y me han puesto una granizada con gas que es igual a una tónica con hielo he pedido un poco más y me han querido cobrar 10 euros no merece la pena venir a tomar nada,10,negative,191,42,2019-03-08
505818894,"Churros incomibles, aceitosos y fríos. El servicio : impresentable,soberbio y chulesco. Quizás en un tiempo pasado fue un referente en su género, pero actualmente se ha convertido en un lugar ""solo para tus ojos"" , muy bonito, muy retro, muy castizo, pero no apto para degustar ni churros ni chocolate (un brebaje frío de agua oscura con azucar).",churros incomibles aceitosos y fríos el servicio impresentable soberbio y chulesco quizás en un tiempo pasado fue un referente en su género pero actualmente se ha convertido en un lugar solo para tus ojos muy bonito muy retro muy castizo pero no apto para degustar ni churros ni chocolate un brebaje frío de agua oscura con azucar,10,negative,346,58,2017-07-26
801945073,"Hay que reservar con mucha antelación, aunque tengan muchas mesas vacías, no te cogen si no tienes reserva, no sé si por seguridad covid o por política de empresa. Comida muy condimentada, en exceso, de escasa calidad. Camareros poco profesionales. Ambiente súper cargado. Una, y no más.",hay que reservar con mucha antelación aunque tengan muchas mesas vacías no te cogen si no tienes reserva no sé si por seguridad covid o por política de empresa comida muy condimentada en exceso de escasa calidad camareros poco profesionales ambiente súper cargado una y no más,20,negative,287,47,2021-08-05
788341508,"Cafe solo por 2,50€, recalentado y malo a rabiar. Al preguntar al camarero que como podia ser un cafe 2,50 y un desayuno con tostada 2,70 nos dijo de malos modales que eso no servía. Vergonzoso",cafe solo por 2 50€ recalentado y malo a rabiar al preguntar al camarero que como podia ser un cafe 2 50 y un desayuno con tostada 2 70 nos dijo de malos modales que eso no servía vergonzoso,10,negative,193,36,2021-05-09
553119938,"Creo que es la primera vez en los años que uso TripAdvisor que pongo la puntuación “Pésimo”
El guacamole no tenia sabor, después de cobrarlo aparte te ponen una cantidad de risa que no sabe a nada.
El resto de la cómoda es prácticamente igual, un burrito grande si, pero de cosas banales, no de carne ni frijoles de los que ponen una cantidad ínfima, Sosa y sin sabor.
El queso para mojar los tostitos o doritos, es el peor que probé jamás, es una pasta amarilla e insulsa sin ningún tipo de sabor a queso, ni siquiera aroma o recuerdo a queso. Jamás lo recomendaría no volvería a comerlo.",creo que es la primera vez en los años que uso tripadvisor que pongo la puntuación “pésimo” el guacamole no tenia sabor después de cobrarlo aparte te ponen una cantidad de risa que no sabe a nada el resto de la cómoda es prácticamente igual un burrito grande si pero de cosas banales no de carne ni frijoles de los que ponen una cantidad ínfima sosa y sin sabor el queso para mojar los tostitos o doritos es el peor que probé jamás es una pasta amarilla e insulsa sin ningún tipo de sabor a queso ni siquiera aroma o recuerdo a queso jamás lo recomendaría no volvería a comerlo,10,negative,589,110,2018-01-11
